Location,Date,Stay_Home_Order,Status_of_Reopening,NonEss_Business_Closed,Gathering_Limit,Emergency_Declaration,Travel_Quarantine,Restaurants,School_Closed,Mask_Requirement
Missouri,2021-03-16,1,1,NA,1,1,0,1,NA,1
Montana,2021-03-16,1,1,NA,1,1,1,1,NA,1
Nebraska,2021-03-16,0,1,NA,1,1,1,1,NA,1
Nevada,2021-03-16,1,3,NA,2,1,0,2,NA,3
New Hampshire,2021-03-16,1,2,NA,1,1,4,1,NA,3
New Jersey,2021-03-16,1,3,NA,3,1,1,2,NA,3
New Mexico,2021-03-16,1,3,NA,5,1,1,2,NA,3
New York,2021-03-16,1,3,NA,5,1,4,2,NA,3
North Carolina,2021-03-16,1,3,NA,3,1,0,2,NA,3
North Dakota,2021-03-16,0,1,NA,1,1,1,1,NA,1
Ohio,2021-03-16,1,3,NA,5,1,1,2,NA,3
Oklahoma,2021-03-16,1,1,NA,1,1,1,1,NA,1
Oregon,2021-03-16,1,3,NA,5,1,0,2,NA,3
Pennsylvania,2021-03-16,1,3,NA,2,1,1,2,NA,3
Rhode Island,2021-03-16,1,3,NA,5,1,4,2,NA,3
South Carolina,2021-03-16,1,1,NA,1,1,1,1,NA,1
South Dakota,2021-03-16,0,1,NA,1,1,0,1,NA,1
Tennessee,2021-03-16,1,1,NA,1,1,0,1,NA,1
Texas,2021-03-16,1,1,NA,1,1,1,1,NA,1
Utah,2021-03-16,1,1,NA,1,1,1,1,NA,3
Vermont,2021-03-16,1,3,NA,7,1,5,2,NA,3
Virginia,2021-03-16,1,3,NA,5,1,0,2,NA,3
Washington,2021-03-16,1,3,NA,5,1,1,2,NA,3
West Virginia,2021-03-16,1,1,NA,2,1,1,1,NA,3
Wisconsin,2021-03-16,1,1,NA,1,1,0,1,NA,3
Wyoming,2021-03-16,0,1,NA,1,1,1,1,NA,1
Alabama,2021-03-17,1,1,NA,1,1,0,1,NA,3
Alaska,2021-03-17,1,1,NA,1,NA,1,1,NA,1
Arizona,2021-03-17,1,1,NA,2,1,1,1,NA,1
Arkansas,2021-03-17,0,1,NA,1,1,1,1,NA,3
California,2021-03-17,1,3,NA,7,1,0,3,NA,3
Colorado,2021-03-17,1,3,NA,5,1,0,2,NA,3
Connecticut,2021-03-17,1,3,NA,5,1,1,2,NA,3
Delaware,2021-03-17,1,1,NA,5,1,1,2,NA,3
District of Columbia,2021-03-17,1,3,NA,5,1,4,2,NA,3
Florida,2021-03-17,1,1,NA,1,1,1,1,NA,1
Georgia,2021-03-17,2,2,NA,2,1,0,1,NA,1
Hawaii,2021-03-17,1,3,NA,5,1,5,1,NA,3
Idaho,2021-03-17,1,3,NA,2,1,1,1,NA,1
Illinois,2021-03-17,1,3,NA,2,1,0,2,NA,3
Indiana,2021-03-17,1,3,NA,2,1,0,1,NA,3
Iowa,2021-03-17,0,1,NA,1,1,0,1,NA,1
Kansas,2021-03-17,1,1,NA,1,1,4,1,NA,3
Kentucky,2021-03-17,1,3,NA,1,1,1,2,NA,3
Louisiana,2021-03-17,1,3,NA,2,1,0,2,NA,3
Maine,2021-03-17,1,3,NA,2,1,5,2,NA,3
Maryland,2021-03-17,1,3,NA,1,1,1,1,NA,3
Massachusetts,2021-03-17,2,3,NA,5,1,5,1,NA,3
Michigan,2021-03-17,1,3,NA,5,1,0,2,NA,3
Minnesota,2021-03-17,1,3,NA,5,1,0,2,NA,3
Mississippi,2021-03-17,1,1,NA,1,1,0,1,NA,1
Missouri,2021-03-17,1,1,NA,1,1,0,1,NA,1
Montana,2021-03-17,1,1,NA,1,1,1,1,NA,1
Nebraska,2021-03-17,0,1,NA,1,1,1,1,NA,1
Nevada,2021-03-17,1,3,NA,2,1,0,2,NA,3
New Hampshire,2021-03-17,1,2,NA,1,1,4,1,NA,3
New Jersey,2021-03-17,1,3,NA,3,1,1,2,NA,3
New Mexico,2021-03-17,1,3,NA,5,1,1,2,NA,3
New York,2021-03-17,1,3,NA,5,1,4,2,NA,3
North Carolina,2021-03-17,1,3,NA,3,1,0,2,NA,3
North Dakota,2021-03-17,0,1,NA,1,1,1,1,NA,1
Ohio,2021-03-17,1,3,NA,5,1,1,2,NA,3
Oklahoma,2021-03-17,1,1,NA,1,1,1,1,NA,1
Oregon,2021-03-17,1,3,NA,5,1,0,2,NA,3
Pennsylvania,2021-03-17,1,3,NA,2,1,1,2,NA,3
Rhode Island,2021-03-17,1,3,NA,5,1,4,2,NA,3
South Carolina,2021-03-17,1,1,NA,1,1,1,1,NA,1
South Dakota,2021-03-17,0,1,NA,1,1,0,1,NA,1
Tennessee,2021-03-17,1,1,NA,1,1,0,1,NA,1
Texas,2021-03-17,1,1,NA,1,1,1,1,NA,1
Utah,2021-03-17,1,1,NA,1,1,1,1,NA,3
Vermont,2021-03-17,1,3,NA,7,1,5,2,NA,3
Virginia,2021-03-17,1,3,NA,5,1,0,2,NA,3
Washington,2021-03-17,1,3,NA,5,1,1,2,NA,3
West Virginia,2021-03-17,1,1,NA,2,1,1,1,NA,3
Wisconsin,2021-03-17,1,1,NA,1,1,0,1,NA,3
Wyoming,2021-03-17,0,1,NA,1,1,1,1,NA,1
Alabama,2021-03-18,1,1,NA,1,1,0,1,NA,3
Alaska,2021-03-18,1,1,NA,1,NA,1,1,NA,1
Arizona,2021-03-18,1,1,NA,2,1,1,1,NA,1
Arkansas,2021-03-18,0,1,NA,1,1,1,1,NA,3
California,2021-03-18,1,3,NA,7,1,0,3,NA,3
Colorado,2021-03-18,1,3,NA,5,1,0,2,NA,3
Connecticut,2021-03-18,1,3,NA,5,1,1,2,NA,3
Delaware,2021-03-18,1,1,NA,5,1,1,2,NA,3
District of Columbia,2021-03-18,1,3,NA,5,1,4,2,NA,3
Florida,2021-03-18,1,1,NA,1,1,1,1,NA,1
Georgia,2021-03-18,2,2,NA,2,1,0,1,NA,1
Hawaii,2021-03-18,1,3,NA,5,1,5,1,NA,3
Idaho,2021-03-18,1,3,NA,2,1,1,1,NA,1
Illinois,2021-03-18,1,3,NA,2,1,0,2,NA,3
Indiana,2021-03-18,1,3,NA,2,1,0,1,NA,3
Iowa,2021-03-18,0,1,NA,1,1,0,1,NA,1
Kansas,2021-03-18,1,1,NA,1,1,4,1,NA,3
Kentucky,2021-03-18,1,3,NA,1,1,1,2,NA,3
Louisiana,2021-03-18,1,3,NA,2,1,0,2,NA,3
Maine,2021-03-18,1,3,NA,2,1,5,2,NA,3
Maryland,2021-03-18,1,3,NA,1,1,1,1,NA,3
Massachusetts,2021-03-18,2,3,NA,5,1,5,1,NA,3
Michigan,2021-03-18,1,3,NA,5,1,0,2,NA,3
Minnesota,2021-03-18,1,3,NA,5,1,0,2,NA,3
Mississippi,2021-03-18,1,1,NA,1,1,0,1,NA,1
Missouri,2021-03-18,1,1,NA,1,1,0,1,NA,1
Montana,2021-03-18,1,1,NA,1,1,1,1,NA,1
Nebraska,2021-03-18,0,1,NA,1,1,1,1,NA,1
Nevada,2021-03-18,1,3,NA,2,1,0,2,NA,3
New Hampshire,2021-03-18,1,2,NA,1,1,4,1,NA,3
New Jersey,2021-03-18,1,3,NA,3,1,1,2,NA,3
New Mexico,2021-03-18,1,3,NA,5,1,1,2,NA,3
New York,2021-03-18,1,3,NA,5,1,4,2,NA,3
North Carolina,2021-03-18,1,3,NA,3,1,0,2,NA,3
North Dakota,2021-03-18,0,1,NA,1,1,1,1,NA,1
Ohio,2021-03-18,1,3,NA,5,1,1,2,NA,3
Oklahoma,2021-03-18,1,1,NA,1,1,1,1,NA,1
Oregon,2021-03-18,1,3,NA,5,1,0,2,NA,3
Pennsylvania,2021-03-18,1,3,NA,2,1,1,2,NA,3
Rhode Island,2021-03-18,1,3,NA,5,1,4,2,NA,3
South Carolina,2021-03-18,1,1,NA,1,1,1,1,NA,1
South Dakota,2021-03-18,0,1,NA,1,1,0,1,NA,1
Tennessee,2021-03-18,1,1,NA,1,1,0,1,NA,1
Texas,2021-03-18,1,1,NA,1,1,1,1,NA,1
Utah,2021-03-18,1,1,NA,1,1,1,1,NA,3
Vermont,2021-03-18,1,3,NA,7,1,5,2,NA,3
Virginia,2021-03-18,1,3,NA,5,1,0,2,NA,3
Washington,2021-03-18,1,3,NA,5,1,1,2,NA,3
West Virginia,2021-03-18,1,1,NA,2,1,1,1,NA,3
Wisconsin,2021-03-18,1,1,NA,1,1,0,1,NA,3
Wyoming,2021-03-18,0,1,NA,1,1,1,1,NA,1
Alabama,2021-03-19,1,1,NA,1,1,0,1,NA,3
Alaska,2021-03-19,1,1,NA,1,NA,1,1,NA,1
Arizona,2021-03-19,1,1,NA,2,1,1,1,NA,1
Arkansas,2021-03-19,0,1,NA,1,1,1,1,NA,3
California,2021-03-19,1,3,NA,7,1,0,3,NA,3
Colorado,2021-03-19,1,3,NA,5,1,0,2,NA,3
Connecticut,2021-03-19,1,3,NA,5,1,1,2,NA,3
Delaware,2021-03-19,1,1,NA,5,1,1,2,NA,3
District of Columbia,2021-03-19,1,3,NA,5,1,4,2,NA,3
Florida,2021-03-19,1,1,NA,1,1,1,1,NA,1
Georgia,2021-03-19,2,2,NA,2,1,0,1,NA,1
Hawaii,2021-03-19,1,3,NA,5,1,5,1,NA,3
Idaho,2021-03-19,1,3,NA,2,1,1,1,NA,1
Illinois,2021-03-19,1,3,NA,2,1,0,2,NA,3
Indiana,2021-03-19,1,3,NA,2,1,0,1,NA,3
Iowa,2021-03-19,0,1,NA,1,1,0,1,NA,1
Kansas,2021-03-19,1,1,NA,1,1,4,1,NA,3
Kentucky,2021-03-19,1,3,NA,1,1,1,2,NA,3
Louisiana,2021-03-19,1,3,NA,2,1,0,2,NA,3
Maine,2021-03-19,1,3,NA,2,1,5,2,NA,3
Maryland,2021-03-19,1,3,NA,1,1,1,1,NA,3
Massachusetts,2021-03-19,2,3,NA,5,1,5,1,NA,3
Michigan,2021-03-19,1,3,NA,5,1,0,2,NA,3
Minnesota,2021-03-19,1,3,NA,5,1,0,2,NA,3
Mississippi,2021-03-19,1,1,NA,1,1,0,1,NA,1
Missouri,2021-03-19,1,1,NA,1,1,0,1,NA,1
Montana,2021-03-19,1,1,NA,1,1,1,1,NA,1
Nebraska,2021-03-19,0,1,NA,1,1,1,1,NA,1
Nevada,2021-03-19,1,3,NA,2,1,0,2,NA,3
New Hampshire,2021-03-19,1,2,NA,1,1,4,1,NA,3
New Jersey,2021-03-19,1,3,NA,3,1,1,2,NA,3
New Mexico,2021-03-19,1,3,NA,5,1,1,2,NA,3
New York,2021-03-19,1,3,NA,5,1,4,2,NA,3
North Carolina,2021-03-19,1,3,NA,3,1,0,2,NA,3
North Dakota,2021-03-19,0,1,NA,1,1,1,1,NA,1
Ohio,2021-03-19,1,3,NA,5,1,1,2,NA,3
Oklahoma,2021-03-19,1,1,NA,1,1,1,1,NA,1
Oregon,2021-03-19,1,3,NA,5,1,0,2,NA,3
Pennsylvania,2021-03-19,1,3,NA,2,1,1,2,NA,3
Rhode Island,2021-03-19,1,3,NA,5,1,4,2,NA,3
South Carolina,2021-03-19,1,1,NA,1,1,1,1,NA,1
South Dakota,2021-03-19,0,1,NA,1,1,0,1,NA,1
Tennessee,2021-03-19,1,1,NA,1,1,0,1,NA,1
Texas,2021-03-19,1,1,NA,1,1,1,1,NA,1
Utah,2021-03-19,1,1,NA,1,1,1,1,NA,3
Vermont,2021-03-19,1,3,NA,7,1,5,2,NA,3
Virginia,2021-03-19,1,3,NA,5,1,0,2,NA,3
Washington,2021-03-19,1,3,NA,5,1,1,2,NA,3
West Virginia,2021-03-19,1,1,NA,2,1,1,1,NA,3
Wisconsin,2021-03-19,1,1,NA,1,1,0,1,NA,3
Wyoming,2021-03-19,0,1,NA,1,1,1,1,NA,1
Alabama,2021-03-20,1,1,NA,1,1,0,1,NA,3
Alaska,2021-03-20,1,1,NA,1,NA,1,1,NA,1
Arizona,2021-03-20,1,1,NA,2,1,1,1,NA,1
Arkansas,2021-03-20,0,1,NA,1,1,1,1,NA,3
California,2021-03-20,1,3,NA,7,1,0,3,NA,3
Colorado,2021-03-20,1,3,NA,5,1,0,2,NA,3
Connecticut,2021-03-20,1,3,NA,5,1,1,2,NA,3
Delaware,2021-03-20,1,1,NA,5,1,1,2,NA,3
District of Columbia,2021-03-20,1,3,NA,5,1,4,2,NA,3
Florida,2021-03-20,1,1,NA,1,1,1,1,NA,1
Georgia,2021-03-20,2,2,NA,2,1,0,1,NA,1
Hawaii,2021-03-20,1,3,NA,5,1,5,1,NA,3
Idaho,2021-03-20,1,3,NA,2,1,1,1,NA,1
Illinois,2021-03-20,1,3,NA,2,1,0,2,NA,3
Indiana,2021-03-20,1,3,NA,2,1,0,1,NA,3
Iowa,2021-03-20,0,1,NA,1,1,0,1,NA,1
Kansas,2021-03-20,1,1,NA,1,1,4,1,NA,3
Kentucky,2021-03-20,1,3,NA,1,1,1,2,NA,3
Louisiana,2021-03-20,1,3,NA,2,1,0,2,NA,3
Maine,2021-03-20,1,3,NA,2,1,5,2,NA,3
Maryland,2021-03-20,1,3,NA,1,1,1,1,NA,3
Massachusetts,2021-03-20,2,3,NA,5,1,5,1,NA,3
Michigan,2021-03-20,1,3,NA,5,1,0,2,NA,3
Minnesota,2021-03-20,1,3,NA,5,1,0,2,NA,3
Mississippi,2021-03-20,1,1,NA,1,1,0,1,NA,1
Missouri,2021-03-20,1,1,NA,1,1,0,1,NA,1
Montana,2021-03-20,1,1,NA,1,1,1,1,NA,1
Nebraska,2021-03-20,0,1,NA,1,1,1,1,NA,1
Nevada,2021-03-20,1,3,NA,2,1,0,2,NA,3
New Hampshire,2021-03-20,1,2,NA,1,1,4,1,NA,3
New Jersey,2021-03-20,1,3,NA,3,1,1,2,NA,3
New Mexico,2021-03-20,1,3,NA,5,1,1,2,NA,3
New York,2021-03-20,1,3,NA,5,1,4,2,NA,3
North Carolina,2021-03-20,1,3,NA,3,1,0,2,NA,3
North Dakota,2021-03-20,0,1,NA,1,1,1,1,NA,1
Ohio,2021-03-20,1,3,NA,5,1,1,2,NA,3
Oklahoma,2021-03-20,1,1,NA,1,1,1,1,NA,1
Oregon,2021-03-20,1,3,NA,5,1,0,2,NA,3
Pennsylvania,2021-03-20,1,3,NA,2,1,1,2,NA,3
Rhode Island,2021-03-20,1,3,NA,5,1,4,2,NA,3
South Carolina,2021-03-20,1,1,NA,1,1,1,1,NA,1
South Dakota,2021-03-20,0,1,NA,1,1,0,1,NA,1
Tennessee,2021-03-20,1,1,NA,1,1,0,1,NA,1
Texas,2021-03-20,1,1,NA,1,1,1,1,NA,1
Utah,2021-03-20,1,1,NA,1,1,1,1,NA,3
Vermont,2021-03-20,1,3,NA,7,1,5,2,NA,3
Virginia,2021-03-20,1,3,NA,5,1,0,2,NA,3
Washington,2021-03-20,1,3,NA,5,1,1,2,NA,3
West Virginia,2021-03-20,1,1,NA,2,1,1,1,NA,3
Wisconsin,2021-03-20,1,1,NA,1,1,0,1,NA,3
Wyoming,2021-03-20,0,1,NA,1,1,1,1,NA,1
Alabama,2021-03-21,1,1,NA,1,1,0,1,NA,3
Alaska,2021-03-21,1,1,NA,1,NA,1,1,NA,1
Arizona,2021-03-21,1,1,NA,2,1,1,1,NA,1
Arkansas,2021-03-21,0,1,NA,1,1,1,1,NA,3
California,2021-03-21,1,3,NA,7,1,0,3,NA,3
Colorado,2021-03-21,1,3,NA,5,1,0,2,NA,3
Connecticut,2021-03-21,1,3,NA,5,1,1,2,NA,3
Delaware,2021-03-21,1,1,NA,5,1,1,2,NA,3
District of Columbia,2021-03-21,1,3,NA,5,1,4,2,NA,3
Florida,2021-03-21,1,1,NA,1,1,1,1,NA,1
Georgia,2021-03-21,2,2,NA,2,1,0,1,NA,1
Hawaii,2021-03-21,1,3,NA,5,1,5,1,NA,3
Idaho,2021-03-21,1,3,NA,2,1,1,1,NA,1
Illinois,2021-03-21,1,3,NA,2,1,0,2,NA,3
Indiana,2021-03-21,1,3,NA,2,1,0,1,NA,3
Iowa,2021-03-21,0,1,NA,1,1,0,1,NA,1
Kansas,2021-03-21,1,1,NA,1,1,4,1,NA,3
Kentucky,2021-03-21,1,3,NA,1,1,1,2,NA,3
Louisiana,2021-03-21,1,3,NA,2,1,0,2,NA,3
Maine,2021-03-21,1,3,NA,2,1,5,2,NA,3
Maryland,2021-03-21,1,3,NA,1,1,1,1,NA,3
Massachusetts,2021-03-21,2,3,NA,5,1,5,1,NA,3
Michigan,2021-03-21,1,3,NA,5,1,0,2,NA,3
Minnesota,2021-03-21,1,3,NA,5,1,0,2,NA,3
Mississippi,2021-03-21,1,1,NA,1,1,0,1,NA,1
Missouri,2021-03-21,1,1,NA,1,1,0,1,NA,1
Montana,2021-03-21,1,1,NA,1,1,1,1,NA,1
Nebraska,2021-03-21,0,1,NA,1,1,1,1,NA,1
Nevada,2021-03-21,1,3,NA,2,1,0,2,NA,3
New Hampshire,2021-03-21,1,2,NA,1,1,4,1,NA,3
New Jersey,2021-03-21,1,3,NA,3,1,1,2,NA,3
New Mexico,2021-03-21,1,3,NA,5,1,1,2,NA,3
New York,2021-03-21,1,3,NA,5,1,4,2,NA,3
North Carolina,2021-03-21,1,3,NA,3,1,0,2,NA,3
North Dakota,2021-03-21,0,1,NA,1,1,1,1,NA,1
Ohio,2021-03-21,1,3,NA,5,1,1,2,NA,3
Oklahoma,2021-03-21,1,1,NA,1,1,1,1,NA,1
Oregon,2021-03-21,1,3,NA,5,1,0,2,NA,3
Pennsylvania,2021-03-21,1,3,NA,2,1,1,2,NA,3
Rhode Island,2021-03-21,1,3,NA,5,1,4,2,NA,3
South Carolina,2021-03-21,1,1,NA,1,1,1,1,NA,1
South Dakota,2021-03-21,0,1,NA,1,1,0,1,NA,1
Tennessee,2021-03-21,1,1,NA,1,1,0,1,NA,1
Texas,2021-03-21,1,1,NA,1,1,1,1,NA,1
Utah,2021-03-21,1,1,NA,1,1,1,1,NA,3
Vermont,2021-03-21,1,3,NA,7,1,5,2,NA,3
Virginia,2021-03-21,1,3,NA,5,1,0,2,NA,3
Washington,2021-03-21,1,3,NA,5,1,1,2,NA,3
West Virginia,2021-03-21,1,1,NA,2,1,1,1,NA,3
Wisconsin,2021-03-21,1,1,NA,1,1,0,1,NA,3
Wyoming,2021-03-21,0,1,NA,1,1,1,1,NA,1
Alabama,2021-03-22,1,1,NA,1,1,0,1,NA,3
Alaska,2021-03-22,1,1,NA,1,NA,1,1,NA,1
Arizona,2021-03-22,1,1,NA,2,1,1,1,NA,1
Arkansas,2021-03-22,0,1,NA,1,1,1,1,NA,3
California,2021-03-22,1,3,NA,3,1,0,2,NA,3
Colorado,2021-03-22,1,3,NA,5,1,0,2,NA,3
Connecticut,2021-03-22,1,3,NA,5,1,1,2,NA,3
Delaware,2021-03-22,1,1,NA,5,1,1,2,NA,3
District of Columbia,2021-03-22,1,3,NA,5,1,4,2,NA,3
Florida,2021-03-22,1,1,NA,1,1,1,1,NA,1
Georgia,2021-03-22,2,2,NA,2,1,0,1,NA,1
Hawaii,2021-03-22,1,3,NA,5,1,5,1,NA,3
Idaho,2021-03-22,1,3,NA,2,1,1,1,NA,1
Illinois,2021-03-22,1,3,NA,2,1,0,2,NA,3
Indiana,2021-03-22,1,3,NA,2,1,0,1,NA,3
Iowa,2021-03-22,0,1,NA,1,1,0,1,NA,1
Kansas,2021-03-22,1,1,NA,1,1,4,1,NA,3
Kentucky,2021-03-22,1,3,NA,1,1,1,2,NA,3
Louisiana,2021-03-22,1,3,NA,2,1,0,2,NA,3
Maine,2021-03-22,1,3,NA,2,1,5,2,NA,3
Maryland,2021-03-22,1,3,NA,1,1,1,1,NA,3
Massachusetts,2021-03-22,2,3,NA,5,1,1,1,NA,3
Michigan,2021-03-22,1,3,NA,5,1,0,2,NA,3
Minnesota,2021-03-22,1,3,NA,5,1,0,2,NA,3
Mississippi,2021-03-22,1,1,NA,1,1,0,1,NA,1
Missouri,2021-03-22,1,1,NA,1,1,0,1,NA,1
Montana,2021-03-22,1,1,NA,1,1,1,1,NA,1
Nebraska,2021-03-22,0,1,NA,1,1,1,1,NA,1
Nevada,2021-03-22,1,3,NA,2,1,0,2,NA,3
New Hampshire,2021-03-22,1,2,NA,1,1,4,1,NA,3
New Jersey,2021-03-22,1,3,NA,3,1,1,2,NA,3
New Mexico,2021-03-22,1,3,NA,5,1,1,2,NA,3
New York,2021-03-22,1,3,NA,5,1,4,2,NA,3
North Carolina,2021-03-22,1,3,NA,3,1,0,2,NA,3
North Dakota,2021-03-22,0,1,NA,1,1,1,1,NA,1
Ohio,2021-03-22,1,3,NA,5,1,1,2,NA,3
Oklahoma,2021-03-22,1,1,NA,1,1,1,1,NA,1
Oregon,2021-03-22,1,3,NA,5,1,0,2,NA,3
Pennsylvania,2021-03-22,1,3,NA,2,1,1,2,NA,3
Rhode Island,2021-03-22,1,3,NA,3,1,4,2,NA,3
South Carolina,2021-03-22,1,1,NA,1,1,1,1,NA,1
South Dakota,2021-03-22,0,1,NA,1,1,0,1,NA,1
Tennessee,2021-03-22,1,1,NA,1,1,0,1,NA,1
Texas,2021-03-22,1,1,NA,1,1,1,1,NA,1
Utah,2021-03-22,1,1,NA,1,1,1,1,NA,3
Vermont,2021-03-22,1,3,NA,7,1,5,2,NA,3
Virginia,2021-03-22,1,3,NA,5,1,0,2,NA,3
Washington,2021-03-22,1,3,NA,5,1,1,2,NA,3
West Virginia,2021-03-22,1,1,NA,2,1,1,1,NA,3
Wisconsin,2021-03-22,1,1,NA,1,1,0,1,NA,3
Wyoming,2021-03-22,0,1,NA,1,1,1,1,NA,1
Alabama,2021-03-23,1,1,NA,1,1,0,1,NA,3
Alaska,2021-03-23,1,1,NA,1,NA,1,1,NA,1
Arizona,2021-03-23,1,1,NA,2,1,1,1,NA,1
Arkansas,2021-03-23,0,1,NA,1,1,1,1,NA,3
California,2021-03-23,1,3,NA,3,1,0,2,NA,3
Colorado,2021-03-23,1,3,NA,5,1,0,2,NA,3
Connecticut,2021-03-23,1,3,NA,5,1,1,2,NA,3
Delaware,2021-03-23,1,1,NA,5,1,1,2,NA,3
District of Columbia,2021-03-23,1,3,NA,5,1,4,2,NA,3
Florida,2021-03-23,1,1,NA,1,1,1,1,NA,1
Georgia,2021-03-23,2,2,NA,2,1,0,1,NA,1
Hawaii,2021-03-23,1,3,NA,5,1,5,1,NA,3
Idaho,2021-03-23,1,3,NA,2,1,1,1,NA,1
Illinois,2021-03-23,1,3,NA,2,1,0,2,NA,3
Indiana,2021-03-23,1,3,NA,2,1,0,1,NA,3
Iowa,2021-03-23,0,1,NA,1,1,0,1,NA,1
Kansas,2021-03-23,1,1,NA,1,1,4,1,NA,3
Kentucky,2021-03-23,1,3,NA,1,1,1,2,NA,3
Louisiana,2021-03-23,1,3,NA,2,1,0,2,NA,3
Maine,2021-03-23,1,3,NA,2,1,5,2,NA,3
Maryland,2021-03-23,1,3,NA,1,1,1,1,NA,3
Massachusetts,2021-03-23,2,3,NA,5,1,1,1,NA,3
Michigan,2021-03-23,1,3,NA,5,1,0,2,NA,3
Minnesota,2021-03-23,1,3,NA,5,1,0,2,NA,3
Mississippi,2021-03-23,1,1,NA,1,1,0,1,NA,1
Missouri,2021-03-23,1,1,NA,1,1,0,1,NA,1
Montana,2021-03-23,1,1,NA,1,1,1,1,NA,1
Nebraska,2021-03-23,0,1,NA,1,1,1,1,NA,1
Nevada,2021-03-23,1,3,NA,2,1,0,2,NA,3
New Hampshire,2021-03-23,1,2,NA,1,1,4,1,NA,3
New Jersey,2021-03-23,1,3,NA,3,1,1,2,NA,3
New Mexico,2021-03-23,1,3,NA,5,1,1,2,NA,3
New York,2021-03-23,1,3,NA,5,1,4,2,NA,3
North Carolina,2021-03-23,1,3,NA,3,1,0,2,NA,3
North Dakota,2021-03-23,0,1,NA,1,1,1,1,NA,1
Ohio,2021-03-23,1,3,NA,5,1,1,2,NA,3
Oklahoma,2021-03-23,1,1,NA,1,1,1,1,NA,1
Oregon,2021-03-23,1,3,NA,5,1,0,2,NA,3
Pennsylvania,2021-03-23,1,3,NA,2,1,1,2,NA,3
Rhode Island,2021-03-23,1,3,NA,3,1,4,2,NA,3
South Carolina,2021-03-23,1,1,NA,1,1,1,1,NA,1
South Dakota,2021-03-23,0,1,NA,1,1,0,1,NA,1
Tennessee,2021-03-23,1,1,NA,1,1,0,1,NA,1
Texas,2021-03-23,1,1,NA,1,1,1,1,NA,1
Utah,2021-03-23,1,1,NA,1,1,1,1,NA,3
Vermont,2021-03-23,1,3,NA,7,1,5,2,NA,3
Virginia,2021-03-23,1,3,NA,5,1,0,2,NA,3
Washington,2021-03-23,1,3,NA,5,1,1,2,NA,3
West Virginia,2021-03-23,1,1,NA,2,1,1,1,NA,3
Wisconsin,2021-03-23,1,1,NA,1,1,0,1,NA,3
Wyoming,2021-03-23,0,1,NA,1,1,1,1,NA,1
Alabama,2021-03-24,1,1,NA,1,1,0,1,NA,3
Alaska,2021-03-24,1,1,NA,1,NA,1,1,NA,1
Arizona,2021-03-24,1,1,NA,2,1,1,1,NA,1
Arkansas,2021-03-24,0,1,NA,1,1,1,1,NA,3
California,2021-03-24,1,3,NA,3,1,0,2,NA,3
Colorado,2021-03-24,1,3,NA,5,1,0,2,NA,3
Connecticut,2021-03-24,1,3,NA,5,1,1,2,NA,3
Delaware,2021-03-24,1,1,NA,5,1,1,2,NA,3
District of Columbia,2021-03-24,1,3,NA,5,1,4,2,NA,3
Florida,2021-03-24,1,1,NA,1,1,1,1,NA,1
Georgia,2021-03-24,2,2,NA,2,1,0,1,NA,1
Hawaii,2021-03-24,1,3,NA,5,1,5,1,NA,3
Idaho,2021-03-24,1,3,NA,2,1,1,1,NA,1
Illinois,2021-03-24,1,3,NA,2,1,0,2,NA,3
Indiana,2021-03-24,1,3,NA,2,1,0,1,NA,3
Iowa,2021-03-24,0,1,NA,1,1,0,1,NA,1
Kansas,2021-03-24,1,1,NA,1,1,4,1,NA,3
Kentucky,2021-03-24,1,3,NA,1,1,1,2,NA,3
Louisiana,2021-03-24,1,3,NA,2,1,0,2,NA,3
Maine,2021-03-24,1,3,NA,2,1,5,2,NA,3
Maryland,2021-03-24,1,3,NA,1,1,1,1,NA,3
Massachusetts,2021-03-24,2,3,NA,5,1,1,1,NA,3
Michigan,2021-03-24,1,3,NA,5,1,0,2,NA,3
Minnesota,2021-03-24,1,3,NA,5,1,0,2,NA,3
Mississippi,2021-03-24,1,1,NA,1,1,0,1,NA,1
Missouri,2021-03-24,1,1,NA,1,1,0,1,NA,1
Montana,2021-03-24,1,1,NA,1,1,1,1,NA,1
Nebraska,2021-03-24,0,1,NA,1,1,1,1,NA,1
Nevada,2021-03-24,1,3,NA,2,1,0,2,NA,3
New Hampshire,2021-03-24,1,2,NA,1,1,4,1,NA,3
New Jersey,2021-03-24,1,3,NA,3,1,1,2,NA,3
New Mexico,2021-03-24,1,3,NA,5,1,1,2,NA,3
New York,2021-03-24,1,3,NA,5,1,4,2,NA,3
North Carolina,2021-03-24,1,3,NA,3,1,0,2,NA,3
North Dakota,2021-03-24,0,1,NA,1,1,1,1,NA,1
Ohio,2021-03-24,1,3,NA,5,1,1,2,NA,3
Oklahoma,2021-03-24,1,1,NA,1,1,1,1,NA,1
Oregon,2021-03-24,1,3,NA,5,1,0,2,NA,3
Pennsylvania,2021-03-24,1,3,NA,2,1,1,2,NA,3
Rhode Island,2021-03-24,1,3,NA,3,1,4,2,NA,3
South Carolina,2021-03-24,1,1,NA,1,1,1,1,NA,1
South Dakota,2021-03-24,0,1,NA,1,1,0,1,NA,1
Tennessee,2021-03-24,1,1,NA,1,1,0,1,NA,1
Texas,2021-03-24,1,1,NA,1,1,1,1,NA,1
Utah,2021-03-24,1,1,NA,1,1,1,1,NA,3
